"video","year","depth","habitat","treatment","genus_species","size_class","passing_time_sec","feeding_time_sec","investigating_time_sec","circling_time_sec","bout","bite","total_time_shark_present_frame","n_frame_total"
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",4.8,3.2,3.6,0,3,9,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",2,0,4,0,0,0,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",2.8,0,7.8,0,0,0,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",3.6,0,0,0,0,0,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",2.2,0,3.6,0,0,0,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",9.6,1,3.2,0,0,0,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",1.4,0,0,0,0,0,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,0,2.6,0,0,0,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,3.4,36.8,0,2,6,0,8
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",3.6,0,0,0,0,0,0,8
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,0,1.4,0,0,0,0,8
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,0,1.6,0,0,0,0,8
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",1.4,0,0,0,0,0,0,8
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",4.4,0,0,0,0,0,0,8
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,0,6.2,0,0,0,0,8
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,5.4,20.4,0,1,5,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,17,17,0,2,10,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",2.6,2.6,8.2,0,1,2,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",2,9,17.6,0,2,3,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",3.2,0,0,8.6,0,0,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",2.2,2.6,18,0,1,1,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",1.2,0,0,0,0,0,0,8
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",8.8,0.2,3.8,0,0,0,0,10
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",8,0,4.2,0,0,0,0,11
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0.8,5.4,0,0,0,0,0,11
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,0,14,0,0,0,0,11
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",2,1,2.6,0,1,3,0,11
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",5.8,0,0,0,0,0,0,11
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",10,0,0,0,0,0,0,11
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",2.4,0,3,0,0,0,0,11
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,0,11,0,0,0,0,7
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,1,26,0,3,3,0,7
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,11.6,0,0,9,21,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,0,22.8,0,0,0,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",3,0.2,7,0,1,1,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",3,1.2,7.4,0,2,2,0,7
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",4.6,1.4,14,0,1,2,0,8
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,0.6,34.8,0,1,2,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,0,2.6,0,0,0,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,3.4,12.8,0,2,10,0,12
"ASH2_5","2004",18,"reef","before","Lethrinus rubrioperculatus","<50",0,0,7,0,0,0,0,12
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",1.4,0,0,0,0,0,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",1.4,0,0,0,0,0,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",1.4,0,0,0,0,0,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0.4,0,0,0,0,0,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",1.6,0,0,0,0,0,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0.4,0,0,0,0,0,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2,0,0,0,0,0,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",1.6,0.6,16.2,0,2,4,54.2,12
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2.6,0,8,0,0,0,54.2,12
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",6.4,0.6,6.6,0,0,0,54.2,12
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,1,20.8,0,5,2,54.2,12
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,0.6,13,0,0,0,54.2,12
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",1.6,0,0,0,0,0,54.2,12
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,0,9.6,0,0,0,54.2,12
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",1.6,0,0,0,0,0,54.2,6
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",9.6,1.2,3.6,0,0,0,54.2,7
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,0,5.4,0,0,0,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",5.8,0,0,0,0,0,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",11.4,0.8,0,0,1,3,54.2,3
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",5.6,0,0,0,0,0,54.2,3
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",4.4,1.2,5.6,0,2,2,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,0,6.2,0,0,0,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",3.4,0,0,0,0,0,54.2,7
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,2.8,19.4,0,2,5,54.2,7
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",1.4,0,0,0,0,0,54.2,7
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2.2,1,5.6,0,0,0,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",3,2.2,8.1,0,2,4,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2.2,0,4.4,0,0,0,54.2,6
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",5,0,1.6,0,1,2,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2.2,0,4.4,0,0,0,54.2,9
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",5.8,1.2,14.6,0,2,5,54.2,9
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2,0,0,0,0,0,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,3,4,0,1,3,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",3,0.2,6.8,0,1,1,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",5.8,1.6,10.6,0,3,5,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2.6,2.8,18.4,0,5,12,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2,0,0,0,0,0,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,0,4,0,0,0,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,0,3.6,0,0,0,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0.8,0,7.8,0,0,0,54.2,11
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",7.4,1.8,16,0,3,6,54.2,8
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2.6,0,0,0,0,0,54.2,7
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",5.4,5,18.8,0,5,14,54.2,7
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",1.6,0,0,0,0,0,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,0,9,0,0,0,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2.6,0,7.2,0,0,0,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",1.4,0,0,0,0,0,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,2.4,18.4,0,2,7,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",1.4,0,0,0,0,0,54.2,5
"ASH2_5","2004",18,"reef","after","Cephalopholis urodeta","<50",0,0,0,11.4,0,0,54.2,9
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2.2,0,2.8,0,0,0,54.2,10
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2.8,0,0,0,0,0,54.2,9
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,1.2,23,0,4,4,54.2,7
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,0,1.2,0,0,0,54.2,7
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",0,0,0,14.2,0,0,54.2,7
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",2.4,0,1.4,0,0,0,54.2,7
"ASH2_5","2004",18,"reef","after","Lethrinus rubrioperculatus","<50",5.4,0,5.2,0,0,0,54.2,7
"ASH3_4","2004",19,"reef","before","Lethrinus rubrioperculatus","<50",5.8,0,0,0,0,0,0,1
"ASH3_4","2004",19,"reef","before","Cephalopholis urodeta","<50",9.6,0,0,0,0,0,0,1
"ASH3_4","2004",19,"reef","before","Lethrinus rubrioperculatus","<50",4.8,0,0,0,0,0,0,1
"ASH3_4","2004",19,"reef","before","Lethrinus atkinsoni","<50",3.8,0,0,0,0,0,0,2
"ASH3_4","2004",19,"reef","before","Lethrinus atkinsoni","<50",3.8,0,3.8,0,0,0,0,2
"ASH3_4","2004",19,"reef","before","Lethrinus rubrioperculatus","<50",4.2,0,3.6,0,0,0,0,1
"ASH3_4","2004",19,"reef","before","Lethrinus rubrioperculatus","<50",4.4,0,5.4,0,0,0,0,1
"ASH3_4","2004",19,"reef","before","Cephalopholis urodeta","<50",6.2,0,0,0,0,0,0,1
"ASH3_4","2004",19,"reef","before","Lethrinus rubrioperculatus","<50",6.2,0,0,0,0,0,0,1
"ASH3_4","2004",19,"reef","before","Cephalopholis urodeta","<50",7.2,0,76,0,0,0,0,3
"ASH3_4","2004",19,"reef","before","Lethrinus rubrioperculatus","<50",7,0,0,0,0,0,0,2
"ASH3_4","2004",19,"reef","before","Lutjanus bohar","50-100",3.4,0,0,0,0,0,0,2
"ASH3_4","2004",19,"reef","before","Lethrinus rubrioperculatus","<50",16,0,0,0,0,0,0,3
"ASH3_4","2004",19,"reef","before","Cephalopholis urodeta","<50",7,0,47.2,0,0,0,0,2
"ASH3_4","2004",19,"reef","before","Lethrinus atkinsoni","<50",3.2,0,0,0,0,0,0,2
"ASH3_4","2004",19,"reef","after","Lutjanus bohar","50-100",4,0,0,0,0,0,3.80000000000001,1
"ASH3_4","2004",19,"reef","after","Cephalopholis urodeta","<50",7.4,0,65.6,0,0,0,3.80000000000001,2
"ASH3_4","2004",19,"reef","after","Lethrinus atkinsoni","<50",5.4,0,0,3.2,0,0,3.80000000000001,2
"ASH3_4","2004",19,"reef","after","Lethrinus rubrioperculatus","<50",6.6,0,0,0,0,0,3.80000000000001,2
"ASH3_4","2004",19,"reef","after","Cephalopholis urodeta","<50",1.6,0,14.6,0,0,0,3.80000000000001,1
"ASH3_4","2004",19,"reef","after","Cephalopholis urodeta","<50",4.8,0,0,0,0,0,3.80000000000001,1
"ASH3_4","2004",19,"reef","after","Cephalopholis urodeta","<50",6.6,0,72.6,0,0,0,3.80000000000001,1
"ASH3_4","2004",19,"reef","after","Cephalopholis urodeta","<50",6.6,0,0,0,0,0,3.80000000000001,1
"ASH3_4","2004",19,"reef","after","Cephalopholis urodeta","<50",13,0,0,0,0,0,3.80000000000001,1
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",2.4,0,12.2,0,0,0,0,2
"ASH3_1","2004",21,"reef","before","Lutjanus decussatus","<50",4.8,0,0,0,0,0,0,2
"ASH3_1","2004",21,"reef","before","Lutjanus gibbus","<50",2.2,0,0,0,0,0,0,2
"ASH3_1","2004",21,"reef","before","Lutjanus decussatus","<50",7.6,0,0,0,0,0,0,2
"ASH3_1","2004",21,"reef","before","Lutjanus decussatus","<50",3,0,0,0,0,0,0,1
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",13.8,0,0,0,0,0,0,3
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",1.6,0,0,0,0,0,0,3
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",8.4,0,0,0,0,0,0,3
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",3.4,0,0,0,0,0,0,3
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",4,0,0,0,0,0,0,3
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",1.4,0,1.8,0,0,0,0,3
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",6.8,0,0,0,0,0,0,3
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",0,0,5,0,0,0,0,3
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",6,0,1.8,0,0,0,0,1
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",10.4,0,5.2,0,0,0,0,3
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",5.4,0,2.6,0,0,0,0,3
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",2.8,0,0,0,0,0,0,2
"ASH3_1","2004",21,"reef","before","Lutjanus decussatus","<50",6.4,0,0,0,0,0,0,2
"ASH3_1","2004",21,"reef","before","Lutjanus decussatus","<50",5.6,0,0,0,0,0,0,2
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",6.4,0,0,0,0,0,0,3
"ASH3_1","2004",21,"reef","before","Lutjanus decussatus","<50",1.2,0,0,0,0,0,0,3
"ASH3_1","2004",21,"reef","before","Lutjanus gibbus","<50",6.2,0,0,0,0,0,0,2
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",6.2,0,0,0,0,0,0,2
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",3,0,0,0,0,0,0,2
"ASH3_1","2004",21,"reef","before","Lutjanus gibbus","<50",2.8,0,0,0,0,0,0,2
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",9.6,0,0,0,0,0,0,1
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",1.2,0,0,0,0,0,0,1
"ASH3_1","2004",21,"reef","before","Lutjanus gibbus","<50",1.2,0,0,0,0,0,0,1
"ASH3_1","2004",21,"reef","before","Lutjanus decussatus","<50",7.4,0,0,0,0,0,0,1
"ASH3_1","2004",21,"reef","before","Lethrinus rubrioperculatus","<50",3,0.2,11.8,0,0,0,0,1
"ASH3_1","2004",21,"reef","after","Cephalopholis urodeta","<50",3.2,0,9.4,0,0,0,4.60000000000002,1
"ASH3_1","2004",21,"reef","after","Cephalopholis urodeta","<50",4,0,44.4,0,0,0,4.60000000000002,2
"ASH3_1","2004",21,"reef","after","Lethrinus rubrioperculatus","<50",5.2,0,4.8,0,0,0,4.60000000000002,3
"ASH3_1","2004",21,"reef","after","Lethrinus rubrioperculatus","<50",11.2,0,0,0,0,0,4.60000000000002,3
"ASH3_1","2004",21,"reef","after","Lutjanus gibbus","<50",1.6,0,0,0,0,0,4.60000000000002,3
"ASH3_1","2004",21,"reef","after","Lutjanus gibbus","<50",1.6,0,0,0,0,0,4.60000000000002,1
"ASH3_1","2004",21,"reef","after","Lutjanus decussatus","<50",2.8,0,0,0,0,0,4.60000000000002,1
"ASH3_1","2004",21,"reef","after","Lutjanus decussatus","<50",5.8,0,0,0,0,0,4.60000000000002,2
"ASH3_1","2004",21,"reef","after","Lutjanus decussatus","<50",10.4,0,0,0,0,0,4.60000000000002,3
"ASH3_1","2004",21,"reef","after","Lutjanus decussatus","<50",13,0,0,8.8,0,0,4.60000000000002,3
"ASH5_2","2004",25,"near reef","before","Lethrinus rubrioperculatus","<50",10.4,0,0,22.4,0,0,0,1
"ASH5_2","2004",25,"near reef","before","Lethrinus rubrioperculatus","<50",6.4,0,0,0,0,0,0,1
"ASH5_2","2004",25,"near reef","before","Lethrinus rubrioperculatus","<50",13.6,0,0,0,0,0,0,1
"ASH5_2","2004",25,"near reef","before","Lethrinus rubrioperculatus","<50",5,0,0,0,0,0,0,1
"ASH5_2","2004",25,"near reef","before","Lethrinus rubrioperculatus","<50",22.8,0,6.2,0,0,0,0,1
"ASH5_2","2004",25,"near reef","before","Lethrinus rubrioperculatus","<50",17,0,0,0,0,0,0,1
"ASH5_2","2004",25,"near reef","before","Lethrinus rubrioperculatus","<50",13.8,0,2,0,0,0,0,2
"ASH5_2","2004",25,"near reef","before","Lethrinus rubrioperculatus","<50",5.4,0,0,0,0,0,0,2
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",7.4,0,0,0,0,0,236,2
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",14.6,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",3.8,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",3.6,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",6.4,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",18.4,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",10.4,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",8.4,0,0,11.4,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",7.2,0,0,18.2,0,0,236,6
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",9.6,0,10.8,4.8,0,0,236,6
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",6.6,0,0,14.2,0,0,236,6
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",13.6,0,0,0,0,0,236,6
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",14.4,0,0,0,0,0,236,6
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",3.1,0,0,13.4,0,0,236,6
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",12,0,0,0,0,0,236,6
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",4.2,0,0,0,0,0,236,2
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",28.8,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",9.2,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",5.8,0,9.4,0,0,0,236,5
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",6.6,0,6,0,0,0,236,5
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",5,0,0,8,0,0,236,5
"ASH5_2","2004",25,"near reef","after","Lethrinus olivaceus x microdon","50-100",8.2,0,0,0,0,0,236,5
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",6.6,0,0,3.2,0,0,236,5
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",12.8,0,0,0,0,0,236,5
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",7.2,0,0,0,0,0,236,4
"ASH5_2","2004",25,"near reef","after","Lethrinus olivaceus x microdon","50-100",10.8,0,0,0,0,0,236,5
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",7.6,0,2.6,0,0,0,236,5
"ASH5_2","2004",25,"near reef","after","Lethrinus olivaceus x microdon","50-100",7.8,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",18.8,0,8.4,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",17.8,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",4.6,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",8.4,0,0,0,0,0,236,2
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",5.8,0,0,0,0,0,236,2
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",16,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus rubrioperculatus","<50",8.6,0,0,0,0,0,236,3
"ASH5_2","2004",25,"near reef","after","Lethrinus olivaceus x microdon","50-100",4,0,0,7.6,0,0,236,3
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",2.2,0,0,0,0,0,0,2
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",10.2,0,0,0,0,0,0,4
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",2.8,0,2.6,0,0,0,0,4
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",5.4,0,4.4,0,0,0,0,4
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",8.6,0,1,0,0,0,0,4
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",1.6,0,2,0,0,0,0,4
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",0,0,3,0,0,0,0,3
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",2.6,0,1.6,0,0,0,0,1
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",8.4,0,0,0,0,0,0,3
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",3,0,0,0,0,0,0,3
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",10.6,0,1.2,0,0,0,0,3
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",8.6,0,7.8,0,0,0,0,3
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",3,0,1,0,0,0,0,3
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",9.2,0,0,0,0,0,0,3
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",5,0,0,0,0,0,0,3
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",5,0,1,0,0,0,0,1
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",3.4,0,8.6,0,0,0,0,2
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",1.2,0,3.4,0,0,0,0,2
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",0,0,9.4,0,0,0,0,2
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",12.2,0,1.4,0,0,0,0,2
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",7.4,0,0,0,0,0,0,2
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",4,0,8.6,0,0,0,0,4
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",5.2,0,5.6,0,0,0,0,4
"ASH4_5","2004",22,"reef","before","Lethrinus rubrioperculatus","<50",2.8,0,1.8,0,0,0,0,3
